rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
treeSHAP,15.1850863019076,6.69684663759189,0.519485982188703,7.46713964056272,0.328401850857487,0.562346413305564,0.273454775145109,0.388067679769387,0.129573169117767,0.266568882792185,0.164325871929317,0.231883275580308,,,,,,,0.0720000000001164,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
empirical_sigma.01,1.61835992330965,0.403446733389662,1.73661133432937,1.25280599700956,0.0542988952647181,0.0769436614002657,0.0581367879452556,0.0631264482034131,0.0556238165845513,0.0744898870381409,0.0487083432009569,0.0611999305180161,0.1,0.1,0.1,0.1,0.1,0.1,15.9989999999962,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
empirical_AIC_each_k,1.55479372826697,0.394793181761272,1.64383298181428,1.19780663061417,0.0544416590302139,0.0752864861236841,0.0586351141861908,0.062787753113363,0.049065181026422,0.0646247767353779,0.0496325014743158,0.0554693792826276,0.146385706464941,0.146385706464941,0.146385706464941,0.0858160812214256,0.0858160812214256,0.0858160812214256,2434.702,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
empirical_AIC_full,1.48031547694119,0.406549013982693,0.444745231073092,0.777203240665658,0.0500926476221966,0.0754843001183502,0.0560887310218874,0.0605552262541447,0.0452737712902451,0.0665081945376567,0.0475122392299672,0.0548499165099585,0.141866323765055,0.211639170638367,0.124158568719812,0.166889720492019,0.084687002708131,0.0722558527212193,2578.255,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
empirical_independence,19.7660287441754,11.1877400256443,13.2571324187376,14.7369670628524,0.734059596057119,0.941866173479906,0.311034885905481,0.662320218480835,0.232493978380157,0.41859790703503,0.208580663722476,0.399309428830646,Inf,Inf,Inf,Inf,Inf,Inf,15.5410000000047,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
Gaussian,10.3796416720847,4.90590595052132,17.1206665610989,10.8020713945683,0.330628731856529,0.508168660145752,0.248670030738315,0.362489140913532,0.239058724284775,0.294290728078466,0.193118014195427,0.267799508686414,,,,,,,16.1800000000003,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
copula,11.3769984758671,7.75692214680955,13.546028107737,10.8933162434712,0.404984138682283,0.678877263902782,0.312625131450083,0.465495511345049,0.241556416289716,0.373846462740117,0.183918704306056,0.317905011814805,,,,,,,24.1809999999969,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
treeSHAP,11.8985108942799,6.96466886382763,13.1710151967039,10.6780649849371,0.444716564755042,0.581858871249691,0.222980406406569,0.416518614137101,0.154730847581323,0.261381319928768,0.168209681629889,0.248702537006769,,,,,,,0.0829999999987194,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1242,SJ0FT,2019-01-03T22:59:36.765594Z
empirical_sigma.01,0.699888298268925,1.241387899801,0.0954520922145561,0.678909430094827,0.0367173334393381,0.0516949757621774,0.0615380530859394,0.0499834540958183,0.027468112833576,0.0447910294729376,0.0376879399315867,0.0385859213155772,0.1,0.1,0.1,0.1,0.1,0.1,18.4890000000014,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
empirical_AIC_each_k,0.67320932376111,1.35288029736259,0.0998313049810028,0.708640308701567,0.034485376043299,0.0524935888605208,0.0623253609725358,0.0497681086254519,0.024297003959536,0.0475376036572205,0.0389073609775001,0.0397272731618532,0.136700987493566,0.136700987493566,0.136700987493566,0.0970429022287706,0.0970429022287706,0.0970429022287706,2470.237,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
empirical_AIC_full,0.76106554898187,1.41328467080916,0.100006864219292,0.758119028003441,0.0385930238535897,0.051304878542005,0.0631728556635945,0.0510235860197297,0.0297735328576026,0.0447873354087307,0.0393333928467973,0.0396358523818172,0.107662955914167,0.222803228365977,0.13212291182496,0.161189093445189,0.104233966239619,0.0600085507551813,2806.16800000001,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
empirical_independence,20.0612578564525,25.3496885725662,0.492745598160902,15.3012306757265,0.827026440360422,1.0385092071706,0.319763854341741,0.728433167290921,0.218844685641587,0.376328415860577,0.253853996785751,0.418748228889842,Inf,Inf,Inf,Inf,Inf,Inf,18.8899999999994,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
Gaussian,9.60541984727981,15.7520569845016,0.42167686779772,8.59305123319304,0.360623930842473,0.548320860127598,0.270036685277374,0.392993825415815,0.23753846029581,0.326644516581477,0.19922019859921,0.283948806847824,,,,,,,18.6300000000047,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
copula,11.9358699473528,21.0495854949849,0.470381734557972,11.1519457256319,0.459771984865547,0.756548277575859,0.326701428859804,0.51434056376707,0.269742929608835,0.349249476999967,0.205841342379253,0.333014398955945,,,,,,,26.5919999999969,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
treeSHAP,10.2137935001468,15.2405239707411,0.290558516576926,8.58162532915496,0.438141013138788,0.599888216700654,0.223550253493362,0.420526494444268,0.137053353484754,0.216723045326319,0.176378714220266,0.236455055284167,,,,,,,0.101999999998952,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1241,8GelZ,2019-01-03T23:02:32.406638Z
empirical_sigma.01,2.29335386657326,0.414396832445975,0.0866063409102898,0.931452346643173,0.0486984646236189,0.0677949919751203,0.059927561973465,0.0588070061907347,0.0557230438409597,0.0621861460347878,0.051958857640905,0.0571315457806798,0.1,0.1,0.1,0.1,0.1,0.1,16.5930000000008,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
empirical_AIC_each_k,2.14933585214763,0.381779656091842,0.0843460186653338,0.871820508968269,0.0450356622143039,0.0670463682392632,0.0561327985288993,0.0560716096608221,0.0523975478506548,0.0595944349867581,0.0487403354730409,0.0543374043830497,0.162427129120089,0.162427129120089,0.162427129120089,0.103109961899582,0.103109961899582,0.103109961899582,2159.207,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
empirical_AIC_full,1.65345353518058,0.400909592201815,0.0860020366966804,0.713455054693026,0.0460591427370191,0.0702949989223357,0.0561306948965644,0.0574949455186397,0.0640495570895389,0.0623318500001273,0.0480918249807941,0.0592424437719221,0.176630047570872,0.178156929537231,0.145430132778623,0.160592995878385,0.0939079798965621,0.0542501502352805,2815.339,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
empirical_independence,39.4989556487397,8.71045970568782,0.469429671437109,16.2262816752882,0.658226120941834,0.91648209304983,0.322714659300918,0.632474291097527,0.213777898584518,0.404086107450875,0.245772146380379,0.385337984249073,Inf,Inf,Inf,Inf,Inf,Inf,15.0149999999994,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
Gaussian,27.1640440394918,4.64942214551115,0.381830078177375,10.7317654210601,0.357190907397535,0.503595205988407,0.244199218111049,0.36832844383233,0.211050043004639,0.350405344165466,0.190547244513707,0.28060323327106,,,,,,,15.9409999999989,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
copula,28.7431254001849,6.5048878050836,0.453902113371227,11.9006384395466,0.430152381161624,0.661225642188858,0.308398061014165,0.466592028121549,0.223710276404692,0.407130502793334,0.191751148421629,0.324207167473687,,,,,,,22.8709999999992,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
treeSHAP,27.0744639853972,6.02057010809346,0.291933497575382,11.128989197022,0.427931263779094,0.587874357188934,0.214136670124358,0.409980763697462,0.220690315162464,0.277586458216549,0.200439551017364,0.280108904969784,,,,,,,0.125,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1243,wKfuG,2019-01-03T23:22:51.579422Z
empirical_sigma.01,0.900408916350973,1.42696514686273,0.143640098086259,0.823671387099987,0.0445076524497497,0.0749682631333824,0.0615318433924891,0.0603359196585404,0.0422400668198627,0.0749500283927517,0.0478711896036148,0.0580119833633497,0.1,0.1,0.1,0.1,0.1,0.1,18.8530000000028,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
empirical_AIC_each_k,0.832872388785183,1.07588282421558,0.124421429969662,0.677725547656807,0.0463487614919477,0.0721156026965001,0.0578815111139465,0.0587819584341314,0.0482914695588729,0.075345038828337,0.0482596649383954,0.0594504882877485,0.153354323294832,0.153354323294832,0.153354323294832,0.0894683528981697,0.0894683528981697,0.0894683528981697,3186.362,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
empirical_AIC_full,0.685864164679209,1.22288678688857,0.120912991797724,0.676554647788501,0.0398720038642759,0.0707034218221235,0.0551472796923061,0.0552409017929018,0.0532987041270977,0.0742915201470296,0.0522424450838878,0.0618922995438872,0.153514031832458,0.177342387197314,0.146685962917182,0.160195752818556,0.088600627176182,0.0942822818142971,3309.693,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
empirical_independence,16.4425948082429,13.0405997381343,0.693209488236451,10.0588013448712,0.523148315586154,0.808188392568474,0.378993984199409,0.570110230784679,0.238726664452948,0.41517999341952,0.239821752290769,0.356226309654598,Inf,Inf,Inf,Inf,Inf,Inf,17.851999999999,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
Gaussian,10.7690686185587,7.99694619009262,0.575855241652669,6.44729001676799,0.324209689461414,0.500428673543165,0.262509561776667,0.362382641593749,0.213625723999529,0.308254245194212,0.225117115475777,0.271197958739512,,,,,,,18.2190000000046,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
copula,10.9120993581865,10.3305457449365,0.62985421953299,7.29083310755199,0.350624094406694,0.634081435976575,0.33707420787638,0.44059324608655,0.203922623193946,0.361862231788552,0.206372725095238,0.300064400966183,,,,,,,25.8439999999973,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
treeSHAP,11.9291843770886,8.2281481860038,0.430088277624033,6.86247361357216,0.399944523207564,0.564688958448954,0.251024576626105,0.405219352760874,0.1743587118702,0.249983799406856,0.180714618554813,0.240907936554166,,,,,,,0.127000000000407,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1244,q3dr2,2019-01-03T23:44:32.736693Z
empirical_sigma.01,0.824245597697218,0.605530777490591,0.0549722425530531,0.494916205913621,0.0545872551004939,0.0783931218319285,0.0507289788085706,0.0612364519136643,0.0391344321637258,0.0674324818582244,0.0441336003353153,0.052988053238645,0.1,0.1,0.1,0.1,0.1,0.1,19.3800000000047,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
empirical_AIC_each_k,0.846409410386347,0.57126302936812,0.0538464784070536,0.49050630605384,0.053869482659635,0.0758790122903339,0.0501425778800981,0.0599636909433557,0.0395908477658108,0.0655011524368951,0.0452761613233601,0.0524183722857277,0.110560952334982,0.110560952334982,0.110560952334982,0.0898826168984372,0.0898826168984372,0.0898826168984372,2707.844,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
empirical_AIC_full,0.911401475617744,0.615499975892946,0.0482452018638884,0.525048884458193,0.0547533031251199,0.0701358458827927,0.0444850609624488,0.0564580699901205,0.0419387379682237,0.0604051092899398,0.038143761350888,0.0488232646936815,0.105550504875777,0.178219164520038,0.0534035011920458,0.153369768740368,0.0811962214835293,0.120618892334033,3332.653,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
empirical_independence,3.51871154930183,9.10325640977241,0.236778732028238,4.28624889703416,0.522859773458967,0.692733074976515,0.217488235521115,0.477693694652199,0.198643918593996,0.259759113216099,0.147051461338155,0.285233896245091,Inf,Inf,Inf,Inf,Inf,Inf,17.4820000000036,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
Gaussian,2.10251742644944,3.77080192761203,0.23083894348942,2.03471943251696,0.240812861561325,0.319166866029113,0.214548757150467,0.258176161580302,0.184806852464824,0.229415667306387,0.172892669274476,0.201528379939837,,,,,,,18.3369999999995,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
copula,1.64880325800028,3.59763016153155,0.264965110176138,1.83713284323599,0.31490529221323,0.471876936561322,0.252139929693254,0.346307386155935,0.234605634492639,0.305896162242018,0.163431797635947,0.258106242841526,,,,,,,25.7830000000031,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
treeSHAP,2.35561854296469,10.4461590433115,0.386417347561097,4.39606497794575,0.406783023487036,0.737110467888259,0.348355833498581,0.497416441624625,0.182939241354593,0.246328394877836,0.181434189900052,0.267328470886265,,,,,,,0.0980000000054133,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1240,qjEUH,2019-01-04T00:04:13.542016Z
empirical_sigma.01,0.205399399898084,0.500089654212954,0.0894504772877341,0.264979843799591,0.0319461077207673,0.0735063703168107,0.0554212170631653,0.0536245650335811,0.0321735231365588,0.0587768351852409,0.0449296955270864,0.049451553407877,0.1,0.1,0.1,0.1,0.1,0.1,17.4800000000032,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
empirical_AIC_each_k,0.200007122330157,0.455680217243189,0.0938872593614981,0.249858199644948,0.0320370078341318,0.074320422922701,0.0587660023189641,0.055041144358599,0.032663181831537,0.061699383079256,0.0507848836829692,0.0526648682475589,0.116668992819223,0.116668992819223,0.116668992819223,0.0853991395246645,0.0853991395246645,0.0853991395246645,2504.311,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
empirical_AIC_full,0.189224786582004,0.376015929454704,0.080844248063323,0.21536165470001,0.0342322509235088,0.0663020313097534,0.0499522383100088,0.0501621735144237,0.0345317423572885,0.0550157204511722,0.039517194729108,0.0456732364141515,0.112617622954883,0.224006630083887,0.0843042733511131,0.141691346335999,0.0749786152856851,0.146571493327038,2881.272,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
empirical_independence,1.92248599592359,5.6587333534144,0.156080952199613,2.57910010051253,0.538819663628128,0.551211315862804,0.145045644407362,0.411692207966098,0.181499186851081,0.230214972611082,0.110929141947255,0.261198077463004,Inf,Inf,Inf,Inf,Inf,Inf,17.7750000000015,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
Gaussian,0.948991169915875,3.47253070510785,0.240983265940633,1.55416838032145,0.245119631712908,0.296093408493092,0.226492526817686,0.255901855674562,0.179263634584043,0.235119978539155,0.212920682601893,0.211714672987322,,,,,,,18.8550000000032,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
copula,1.01647036990455,2.31204368331485,0.232702876300891,1.1870723098401,0.343422975159952,0.458179114855009,0.233047249398152,0.344883113137705,0.227535185122315,0.265420764260565,0.157855342139858,0.239154545211986,,,,,,,25.4519999999975,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
treeSHAP,1.43817211260772,6.72677365922387,0.328411299738158,2.83111902385658,0.445284165663887,0.689398153782974,0.273487312986644,0.469389877477835,0.164670846759679,0.250112694082584,0.145005014007859,0.256653827959184,,,,,,,0.0869999999995343,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1241,YGuWC,2019-01-04T00:42:16.785287Z
empirical_sigma.01,0.321540308267219,0.876333858770753,0.130482102381526,0.442785423139832,0.0553195844076345,0.0654273050836069,0.0559706190244945,0.0589058361719119,0.0993221570768776,0.0653535952445004,0.0611821808619859,0.0770797623311556,0.1,0.1,0.1,0.1,0.1,0.1,15.6290000000008,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
empirical_AIC_each_k,0.318083068331756,0.902772196407107,0.133770565801574,0.451541943513479,0.053295748493754,0.067821612869482,0.0590894789916378,0.0600689467849579,0.10229495126173,0.0679699622797557,0.0607163232714006,0.0790619707275973,0.117892885544465,0.117892885544465,0.117892885544465,0.0827023235352061,0.0827023235352061,0.0827023235352061,3342.676,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
empirical_AIC_full,0.272551110558432,1.05721705464149,0.128506572628201,0.486091579276042,0.0557296143099531,0.0641383018546572,0.0534089578080125,0.0577589579908743,0.0984511194743983,0.0653005580217812,0.0649268980831271,0.0777060359413317,0.100541333429931,0.240305211043111,0.104142470312898,0.169848771085576,0.0735989559615336,0.138827803794322,3192.279,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
empirical_independence,4.27313684950828,25.2034881387355,0.2586581046711,9.91176103097163,0.742074417619432,0.657590769672843,0.164687656858688,0.521450948050321,0.283886884099952,0.314667199478701,0.130857733718005,0.360811264741257,Inf,Inf,Inf,Inf,Inf,Inf,15.6730000000025,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
Gaussian,1.45950961730435,4.16338100607985,0.325254766042008,1.98271512980874,0.239860377323141,0.350089475720927,0.235823259327031,0.2752577041237,0.211174143439848,0.269852885244036,0.208015419792231,0.236676047234867,,,,,,,15.8400000000038,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
copula,1.38852647347719,10.1531932783753,0.257416492519917,3.93304541479081,0.389404058652601,0.473397087323618,0.199307339508932,0.354036161828384,0.289199840012389,0.285001812165576,0.156391050407312,0.275454298362996,,,,,,,24.135000000002,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
treeSHAP,3.09898412320387,24.4078142898374,0.303689716036534,9.27016270969261,0.547873116618156,0.682881045552981,0.210760378951732,0.480504847040957,0.267980603913967,0.298096654543546,0.134678486082645,0.314255539315237,,,,,,,0.0629999999946449,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1242,te1eJ,2019-01-04T00:33:10.659214Z
empirical_sigma.01,0.444263064099444,0.548430545276862,0.114830932310665,0.36917484722899,0.049954204097274,0.0901948762407533,0.0672551511129757,0.069134743817001,0.0496123270539784,0.111903172168914,0.0889324275224869,0.0886138289874552,0.1,0.1,0.1,0.1,0.1,0.1,15.5570000000007,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1243,tr6TD,2019-01-04T00:56:14.280100Z
empirical_AIC_each_k,0.446044813525849,0.562397503006456,0.117995543096253,0.375479286542853,0.0499203509531915,0.0905217565520439,0.0688246494679118,0.0697555856577158,0.046838604585205,0.112748139802336,0.0924214162373125,0.0896645102635439,0.116830153672756,0.116830153672756,0.116830153672756,0.0918860388242436,0.0918860388242436,0.0918860388242436,2701.17099999999,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1243,tr6TD,2019-01-04T00:56:14.280100Z
empirical_AIC_full,0.437657689810855,0.493166651058914,0.0920955385149967,0.340973293128255,0.0483099022800818,0.0774124116480488,0.0597251978599047,0.0618158372626784,0.0463918908003402,0.0820834394248652,0.0595583192107677,0.0652823945726658,0.097264263664865,0.212062330804361,0.113485897008078,0.17421523934114,0.0811066945174113,0.169594224502853,2794.807,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1243,tr6TD,2019-01-04T00:56:14.280100Z
empirical_independence,3.81102275437453,4.37610878068564,0.274698809097528,2.82061011471923,0.64633145661384,0.555297879900811,0.188839095205387,0.463489477240013,0.24153352320278,0.244997167174383,0.13484169793484,0.290583370939971,Inf,Inf,Inf,Inf,Inf,Inf,16.9930000000022,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,3,0.5,0.5,0.1,2000,100,1,1000,1243,tr6TD,2019-01-04T00:56:14.280100Z
