n_vars,n_test,n_train,correlation,model,n_batches,n_samples,n_cores,computer_name,approach,time
10,20,1000,0.5,xgboost,50,1000,12,Linuxjullum,copula,73.6530000000057
10,5,10000,0.5,xgboost,50,1000,12,Linuxjullum,copula,33.8310000000056
10,20,10000,0.5,xgboost,50,1000,12,Linuxjullum,copula,91.3999999999942
5,5,1000,0.5,xgboost,1,1000,2,Linuxjullum,copula,3.15099999999802
7,5,1000,0.5,xgboost,1,1000,2,Linuxjullum,copula,9.57700000000477
10,5,1000,0.5,xgboost,1,1000,2,Linuxjullum,copula,85.0160000000033
5,20,1000,0.5,xgboost,1,1000,2,Linuxjullum,copula,7.54700000000594
7,20,1000,0.5,xgboost,1,1000,2,Linuxjullum,copula,32.3580000000075
10,20,1000,0.5,xgboost,1,1000,2,Linuxjullum,copula,328.361999999994
5,5,10000,0.5,xgboost,1,1000,2,Linuxjullum,copula,3.56700000001001
7,5,10000,0.5,xgboost,1,1000,2,Linuxjullum,copula,12.2030000000086
10,5,10000,0.5,xgboost,1,1000,2,Linuxjullum,copula,106.83600000001
5,20,10000,0.5,xgboost,1,1000,2,Linuxjullum,copula,9.04099999999744
7,20,10000,0.5,xgboost,1,1000,2,Linuxjullum,copula,41.2140000000072
10,20,10000,0.5,xgboost,1,1000,2,Linuxjullum,copula,405.160999999993
5,5,1000,0.5,xgboost,2,1000,2,Linuxjullum,copula,3.29699999999139
7,5,1000,0.5,xgboost,2,1000,2,Linuxjullum,copula,6.80800000000454
10,5,1000,0.5,xgboost,2,1000,2,Linuxjullum,copula,45.6699999999983
5,20,1000,0.5,xgboost,2,1000,2,Linuxjullum,copula,5.6820000000007
7,20,1000,0.5,xgboost,2,1000,2,Linuxjullum,copula,18.4499999999971
10,20,1000,0.5,xgboost,2,1000,2,Linuxjullum,copula,171.096000000005
5,5,10000,0.5,xgboost,2,1000,2,Linuxjullum,copula,3.79200000000128
7,5,10000,0.5,xgboost,2,1000,2,Linuxjullum,copula,8.40200000000186
10,5,10000,0.5,xgboost,2,1000,2,Linuxjullum,copula,57.625
5,20,10000,0.5,xgboost,2,1000,2,Linuxjullum,copula,6.55800000000454
7,20,10000,0.5,xgboost,2,1000,2,Linuxjullum,copula,23.6359999999986
10,20,10000,0.5,xgboost,2,1000,2,Linuxjullum,copula,211.649000000005
5,5,1000,0.5,xgboost,4,1000,2,Linuxjullum,copula,3.43499999999767
7,5,1000,0.5,xgboost,4,1000,2,Linuxjullum,copula,7.00699999999779
10,5,1000,0.5,xgboost,4,1000,2,Linuxjullum,copula,45.7330000000075
5,20,1000,0.5,xgboost,4,1000,2,Linuxjullum,copula,5.92200000000594
7,20,1000,0.5,xgboost,4,1000,2,Linuxjullum,copula,18.627999999997
10,20,1000,0.5,xgboost,4,1000,2,Linuxjullum,copula,168.813999999998
5,5,10000,0.5,xgboost,4,1000,2,Linuxjullum,copula,3.73800000001211
7,5,10000,0.5,xgboost,4,1000,2,Linuxjullum,copula,8.44000000000233
10,5,10000,0.5,xgboost,4,1000,2,Linuxjullum,copula,57.8940000000002
5,20,10000,0.5,xgboost,4,1000,2,Linuxjullum,copula,6.63899999999558
7,20,10000,0.5,xgboost,4,1000,2,Linuxjullum,copula,23.7480000000069
10,20,10000,0.5,xgboost,4,1000,2,Linuxjullum,copula,210.370999999999
5,5,1000,0.5,xgboost,6,1000,2,Linuxjullum,copula,3.69999999999709
7,5,1000,0.5,xgboost,6,1000,2,Linuxjullum,copula,6.70299999999406
10,5,1000,0.5,xgboost,6,1000,2,Linuxjullum,copula,45.5529999999999
5,20,1000,0.5,xgboost,6,1000,2,Linuxjullum,copula,5.72800000000279
7,20,1000,0.5,xgboost,6,1000,2,Linuxjullum,copula,18.1760000000068
10,20,1000,0.5,xgboost,6,1000,2,Linuxjullum,copula,171.506999999998
5,5,10000,0.5,xgboost,6,1000,2,Linuxjullum,copula,3.85599999999977
7,5,10000,0.5,xgboost,6,1000,2,Linuxjullum,copula,8.33699999999953
10,5,10000,0.5,xgboost,6,1000,2,Linuxjullum,copula,57.5889999999927
5,20,10000,0.5,xgboost,6,1000,2,Linuxjullum,copula,6.45500000000175
7,20,10000,0.5,xgboost,6,1000,2,Linuxjullum,copula,22.6389999999956
10,20,10000,0.5,xgboost,6,1000,2,Linuxjullum,copula,212.227000000014
7,5,1000,0.5,xgboost,8,1000,2,Linuxjullum,copula,6.86600000000908
10,5,1000,0.5,xgboost,8,1000,2,Linuxjullum,copula,45.3459999999905
7,20,1000,0.5,xgboost,8,1000,2,Linuxjullum,copula,18.6169999999984
10,20,1000,0.5,xgboost,8,1000,2,Linuxjullum,copula,170.542000000001
7,5,10000,0.5,xgboost,8,1000,2,Linuxjullum,copula,8.36999999999534
10,5,10000,0.5,xgboost,8,1000,2,Linuxjullum,copula,58.8689999999915
7,20,10000,0.5,xgboost,8,1000,2,Linuxjullum,copula,23.7379999999976
10,20,10000,0.5,xgboost,8,1000,2,Linuxjullum,copula,214.115999999995
7,5,1000,0.5,xgboost,10,1000,2,Linuxjullum,copula,7.13099999999395
10,5,1000,0.5,xgboost,10,1000,2,Linuxjullum,copula,45.7889999999898
7,20,1000,0.5,xgboost,10,1000,2,Linuxjullum,copula,19.1560000000027
10,20,1000,0.5,xgboost,10,1000,2,Linuxjullum,copula,173.055000000008
7,5,10000,0.5,xgboost,10,1000,2,Linuxjullum,copula,8.45500000000175
10,5,10000,0.5,xgboost,10,1000,2,Linuxjullum,copula,58.8699999999954
7,20,10000,0.5,xgboost,10,1000,2,Linuxjullum,copula,23.6560000000027
10,20,10000,0.5,xgboost,10,1000,2,Linuxjullum,copula,212.626000000004
7,5,1000,0.5,xgboost,15,1000,2,Linuxjullum,copula,7.08599999999569
10,5,1000,0.5,xgboost,15,1000,2,Linuxjullum,copula,48.0999999999913
7,20,1000,0.5,xgboost,15,1000,2,Linuxjullum,copula,20.2010000000009
10,20,1000,0.5,xgboost,15,1000,2,Linuxjullum,copula,180.269
7,5,10000,0.5,xgboost,15,1000,2,Linuxjullum,copula,8.73600000000442
10,5,10000,0.5,xgboost,15,1000,2,Linuxjullum,copula,61.7909999999974
7,20,10000,0.5,xgboost,15,1000,2,Linuxjullum,copula,25.6049999999959
10,20,10000,0.5,xgboost,15,1000,2,Linuxjullum,copula,227.587
7,5,1000,0.5,xgboost,20,1000,2,Linuxjullum,copula,7.21899999999732
10,5,1000,0.5,xgboost,20,1000,2,Linuxjullum,copula,45.6490000000049
7,20,1000,0.5,xgboost,20,1000,2,Linuxjullum,copula,19.9289999999892
10,20,1000,0.5,xgboost,20,1000,2,Linuxjullum,copula,171.373000000007
7,5,10000,0.5,xgboost,20,1000,2,Linuxjullum,copula,8.96600000000035
10,5,10000,0.5,xgboost,20,1000,2,Linuxjullum,copula,59.0520000000106
7,20,10000,0.5,xgboost,20,1000,2,Linuxjullum,copula,25.0650000000023
10,20,10000,0.5,xgboost,20,1000,2,Linuxjullum,copula,216.021999999997
7,5,1000,0.5,xgboost,25,1000,2,Linuxjullum,copula,6.99800000000687
10,5,1000,0.5,xgboost,25,1000,2,Linuxjullum,copula,47.7319999999891
7,20,1000,0.5,xgboost,25,1000,2,Linuxjullum,copula,19.5619999999908
10,20,1000,0.5,xgboost,25,1000,2,Linuxjullum,copula,178.03899999999
7,5,10000,0.5,xgboost,25,1000,2,Linuxjullum,copula,8.48400000001129
10,5,10000,0.5,xgboost,25,1000,2,Linuxjullum,copula,61.205999999991
7,20,10000,0.5,xgboost,25,1000,2,Linuxjullum,copula,25.349000000002
10,20,10000,0.5,xgboost,25,1000,2,Linuxjullum,copula,223.804000000004
7,5,1000,0.5,xgboost,30,1000,2,Linuxjullum,copula,7.12300000000687
10,5,1000,0.5,xgboost,30,1000,2,Linuxjullum,copula,45.9369999999908
7,20,1000,0.5,xgboost,30,1000,2,Linuxjullum,copula,19.5669999999955
10,20,1000,0.5,xgboost,30,1000,2,Linuxjullum,copula,172.972999999998
7,5,10000,0.5,xgboost,30,1000,2,Linuxjullum,copula,8.74899999999616
10,5,10000,0.5,xgboost,30,1000,2,Linuxjullum,copula,59.724000000002
7,20,10000,0.5,xgboost,30,1000,2,Linuxjullum,copula,25.0779999999941
10,20,10000,0.5,xgboost,30,1000,2,Linuxjullum,copula,217.790999999997
10,5,1000,0.5,xgboost,35,1000,2,Linuxjullum,copula,48.5810000000056
10,20,1000,0.5,xgboost,35,1000,2,Linuxjullum,copula,179.093999999997
10,5,10000,0.5,xgboost,35,1000,2,Linuxjullum,copula,63.3000000000029
10,20,10000,0.5,xgboost,35,1000,2,Linuxjullum,copula,225.816999999995
10,5,1000,0.5,xgboost,40,1000,2,Linuxjullum,copula,48.7439999999915
10,20,1000,0.5,xgboost,40,1000,2,Linuxjullum,copula,173.39899999999
10,5,10000,0.5,xgboost,40,1000,2,Linuxjullum,copula,62.3819999999978
10,20,10000,0.5,xgboost,40,1000,2,Linuxjullum,copula,223.353000000003
10,5,1000,0.5,xgboost,45,1000,2,Linuxjullum,copula,49.4520000000048
10,20,1000,0.5,xgboost,45,1000,2,Linuxjullum,copula,175.433000000005
10,5,10000,0.5,xgboost,45,1000,2,Linuxjullum,copula,66.1889999999985
10,20,10000,0.5,xgboost,45,1000,2,Linuxjullum,copula,223.733999999997
10,5,1000,0.5,xgboost,50,1000,2,Linuxjullum,copula,49.3579999999929
10,20,1000,0.5,xgboost,50,1000,2,Linuxjullum,copula,174.200000000012
10,5,10000,0.5,xgboost,50,1000,2,Linuxjullum,copula,64.7730000000011
10,20,10000,0.5,xgboost,50,1000,2,Linuxjullum,copula,222.555000000008
5,5,1000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,3.02799999999115
7,5,1000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,6.13799999999174
10,5,1000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,36.1219999999885
5,20,1000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,4.625
7,20,1000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,11.9339999999938
10,20,1000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,91.1310000000085
5,5,10000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,5.29599999998754
7,5,10000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,17.0779999999941
10,5,10000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,201.622999999992
5,20,10000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,6.38199999999779
7,20,10000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,22.502999999997
10,20,10000,0.5,xgboost,1,1000,16,Linuxjullum,ctree,256.595000000001
5,5,1000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,3.53100000000268
7,5,1000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,5.33800000000338
10,5,1000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,20.6900000000023
5,20,1000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,4.22500000000582
7,20,1000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,8.41400000000431
10,20,1000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,49.679999999993
5,5,10000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,4.77499999999418
7,5,10000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,11.1999999999971
10,5,10000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,112.781000000003
5,20,10000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,5.68799999999465
7,20,10000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,14.0819999999949
10,20,10000,0.5,xgboost,2,1000,16,Linuxjullum,ctree,143.663
5,5,1000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,5.36800000000221
7,5,1000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,6.31100000000151
10,5,1000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,14.7129999999888
5,20,1000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,5.7670000000071
7,20,1000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,8.34700000000885
10,20,1000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,31.0739999999933
5,5,10000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,6.13800000000629
7,5,10000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,9.35900000001129
10,5,10000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,61.6619999999966
5,20,10000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,6.82399999999325
7,20,10000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,11.2249999999913
10,20,10000,0.5,xgboost,4,1000,16,Linuxjullum,ctree,76.7219999999943
5,5,1000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,7.64699999999721
7,5,1000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,7.84200000000419
10,5,1000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,14.2660000000033
5,20,1000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,7.75900000000547
7,20,1000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,9.18499999999767
10,20,1000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,26.224000000002
5,5,10000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,7.85599999999977
7,5,10000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,10.127999999997
10,5,10000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,46.0399999999936
5,20,10000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,8.13999999999942
7,20,10000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,11.4049999999988
10,20,10000,0.5,xgboost,6,1000,16,Linuxjullum,ctree,58.0940000000119
7,5,1000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,9.625
10,5,1000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,14.7600000000093
7,20,1000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,10.7020000000048
10,20,1000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,23.9360000000015
7,5,10000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,11.6519999999873
10,5,10000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,37.7920000000013
7,20,10000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,12.9829999999929
10,20,10000,0.5,xgboost,8,1000,16,Linuxjullum,ctree,47.8580000000075
7,5,1000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,11.8669999999984
10,5,1000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,15.8080000000045
7,20,1000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,12.5950000000012
10,20,1000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,23.8700000000099
7,5,10000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,13.2600000000093
10,5,10000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,33.6339999999909
7,20,10000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,14.398000000001
10,20,10000,0.5,xgboost,10,1000,16,Linuxjullum,ctree,42.127999999997
7,5,1000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,16.8439999999973
10,5,1000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,19.6480000000011
7,20,1000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,17.1719999999914
10,20,1000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,26.1030000000028
7,5,10000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,18.4790000000066
10,5,10000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,31.9729999999981
7,20,10000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,19.0599999999977
10,20,10000,0.5,xgboost,15,1000,16,Linuxjullum,ctree,37.8319999999949
7,5,1000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,18.2130000000034
10,5,1000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,21.471000000005
7,20,1000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,18.5580000000045
10,20,1000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,30.0749999999971
7,5,10000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,19.051999999996
10,5,10000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,36.9250000000029
7,20,10000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,20.273000000001
10,20,10000,0.5,xgboost,20,1000,16,Linuxjullum,ctree,44.127999999997
7,5,1000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,18.1610000000073
10,5,1000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,20.5829999999987
7,20,1000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,18.3650000000052
10,20,1000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,28.2989999999991
7,5,10000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,19.0280000000057
10,5,10000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,35.4270000000106
7,20,10000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,20.2569999999978
10,20,10000,0.5,xgboost,25,1000,16,Linuxjullum,ctree,41.2989999999991
7,5,1000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,18.1310000000085
10,5,1000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,20.4850000000006
7,20,1000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,18.198000000004
10,20,1000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,26.8879999999917
7,5,10000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,18.6619999999966
10,5,10000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,32.6820000000007
7,20,10000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,19.4049999999988
10,20,10000,0.5,xgboost,30,1000,16,Linuxjullum,ctree,38.0390000000043
10,5,1000,0.5,xgboost,35,1000,16,Linuxjullum,ctree,21.8410000000004
10,20,1000,0.5,xgboost,35,1000,16,Linuxjullum,ctree,28.2259999999951
10,5,10000,0.5,xgboost,35,1000,16,Linuxjullum,ctree,33.7419999999984
10,20,10000,0.5,xgboost,35,1000,16,Linuxjullum,ctree,41.3870000000024
10,5,1000,0.5,xgboost,40,1000,16,Linuxjullum,ctree,21.2749999999942
10,20,1000,0.5,xgboost,40,1000,16,Linuxjullum,ctree,27.1359999999986
10,5,10000,0.5,xgboost,40,1000,16,Linuxjullum,ctree,34.56700000001
10,20,10000,0.5,xgboost,40,1000,16,Linuxjullum,ctree,40.2679999999964
10,5,1000,0.5,xgboost,45,1000,16,Linuxjullum,ctree,20.7179999999935
10,20,1000,0.5,xgboost,45,1000,16,Linuxjullum,ctree,26.752999999997
10,5,10000,0.5,xgboost,45,1000,16,Linuxjullum,ctree,32.5409999999974
10,20,10000,0.5,xgboost,45,1000,16,Linuxjullum,ctree,38.903999999995
10,5,1000,0.5,xgboost,50,1000,16,Linuxjullum,ctree,21.4599999999919
10,20,1000,0.5,xgboost,50,1000,16,Linuxjullum,ctree,27.8830000000016
10,5,10000,0.5,xgboost,50,1000,16,Linuxjullum,ctree,33.1030000000028
10,20,10000,0.5,xgboost,50,1000,16,Linuxjullum,ctree,40.18299999999
5,5,1000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,3.53800000000047
7,5,1000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,6.3119999999908
10,5,1000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,36.380999999994
5,20,1000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,4.79899999999907
7,20,1000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,11.9220000000059
10,20,1000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,90.3269999999902
5,5,10000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,5.29799999999523
7,5,10000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,16.948000000004
10,5,10000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,201.144
5,20,10000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,6.75299999999697
7,20,10000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,22.8209999999963
10,20,10000,0.5,xgboost,1,1000,32,Linuxjullum,ctree,255.719000000012
5,5,1000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,3.75099999998929
7,5,1000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,5.55400000000373
10,5,1000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,20.7010000000009
5,20,1000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,5.09399999999732
7,20,1000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,8.625
10,20,1000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,50.7959999999876
5,5,10000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,4.98600000000442
7,5,10000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,11.3989999999903
10,5,10000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,111.372000000003
5,20,10000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,5.78899999998976
7,20,10000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,14.073000000004
10,20,10000,0.5,xgboost,2,1000,32,Linuxjullum,ctree,143.072999999989
5,5,1000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,5.79000000000815
7,5,1000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,6.55100000000675
10,5,1000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,14.9020000000019
5,20,1000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,5.93499999999767
7,20,1000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,8.20399999999791
10,20,1000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,31.3410000000004
5,5,10000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,6.36500000000524
7,5,10000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,9.61900000000605
10,5,10000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,61.7209999999905
5,20,10000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,6.94700000000012
7,20,10000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,11.3540000000066
10,20,10000,0.5,xgboost,4,1000,32,Linuxjullum,ctree,77.6000000000058
5,5,1000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,7.67299999999523
7,5,1000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,7.98099999999977
10,5,1000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,14.6230000000069
5,20,1000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,7.74400000000605
7,20,1000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,9.56399999999849
10,20,1000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,26.3300000000018
5,5,10000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,7.84400000001187
7,5,10000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,10.3640000000014
10,5,10000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,46.3509999999951
5,20,10000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,8.42600000000675
7,20,10000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,11.5470000000059
10,20,10000,0.5,xgboost,6,1000,32,Linuxjullum,ctree,59.054999999993
7,5,1000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,10.1300000000047
10,5,1000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,14.916000000012
7,20,1000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,10.9449999999924
10,20,1000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,24.3669999999984
7,5,10000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,11.8530000000028
10,5,10000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,37.7299999999959
7,20,10000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,13.1800000000076
10,20,10000,0.5,xgboost,8,1000,32,Linuxjullum,ctree,47.6800000000076
7,5,1000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,12.1540000000095
10,5,1000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,16.1370000000024
7,20,1000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,13.099000000002
10,20,1000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,23.8420000000042
7,5,10000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,13.4790000000066
10,5,10000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,33.7339999999967
7,20,10000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,14.7289999999921
10,20,10000,0.5,xgboost,10,1000,32,Linuxjullum,ctree,41.9439999999886
7,5,1000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,17.0280000000057
10,5,1000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,19.7320000000036
7,20,1000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,17.544000000009
10,20,1000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,26.2649999999994
7,5,10000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,18.0430000000051
10,5,10000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,32.5020000000077
7,20,10000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,18.9839999999967
10,20,10000,0.5,xgboost,15,1000,32,Linuxjullum,ctree,37.6720000000059
7,5,1000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,22.4079999999958
10,5,1000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,24.2099999999919
7,20,1000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,22.1229999999923
10,20,1000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,30.0710000000108
7,5,10000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,22.9220000000059
10,5,10000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,33.880999999994
7,20,10000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,23.7979999999952
10,20,10000,0.5,xgboost,20,1000,32,Linuxjullum,ctree,39.403999999995
7,5,1000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,27.372000000003
10,5,1000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,28.5210000000079
7,20,1000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,27.051999999996
10,20,1000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,34.080999999991
7,5,10000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,27.9279999999999
10,5,10000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,36.8139999999985
7,20,10000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,28.5900000000111
10,20,10000,0.5,xgboost,25,1000,32,Linuxjullum,ctree,42.073000000004
7,5,1000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,32.6849999999977
10,5,1000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,33.1959999999963
7,20,1000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,32.1739999999991
10,20,1000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,38.4660000000004
7,5,10000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,32.9570000000094
10,5,10000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,40.679999999993
7,20,10000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,33.4119999999966
10,20,10000,0.5,xgboost,30,1000,32,Linuxjullum,ctree,45.2119999999995
10,5,1000,0.5,xgboost,35,1000,32,Linuxjullum,ctree,37.0139999999956
10,20,1000,0.5,xgboost,35,1000,32,Linuxjullum,ctree,42.2189999999973
10,5,10000,0.5,xgboost,35,1000,32,Linuxjullum,ctree,46.1710000000021
10,20,10000,0.5,xgboost,35,1000,32,Linuxjullum,ctree,51.6110000000044
10,5,1000,0.5,xgboost,40,1000,32,Linuxjullum,ctree,36.9660000000004
10,20,1000,0.5,xgboost,40,1000,32,Linuxjullum,ctree,41.650999999998
